﻿Réseau;Code Etablissement;Etablissement;Code agence;Agence;Adresse;Ville;Code postal;Emplacement;Horaires Automate;Typologie;Etat de fonctionnement;point_geographique
BP;16807;BP AUVERGNE RHONE ALPES;401;LYON CORDELIERS/00401;2 PLACE DES CORDELIERS;LYON;69002;SAS;TLJ {06:00-22:00};GAB;Disponible;45.763546, 4.837424
BP;16807;BP AUVERGNE RHONE ALPES;401;LYON CORDELIERS/00401;2 PLACE DES CORDELIERS;LYON;69002;SAS;TLJ {06:00-23:00};DRM;Disponible;45.763546, 4.837424
BP;16807;BP AUVERGNE RHONE ALPES;444;BELLEVILLE/00444;38 RUE DE LA REPUBLIQUE;BELLEVILLE;69220;SAS;TLJ {06:00-22:00};GAB;Service dégradé;46.109, 4.749026
BP;16807;BP AUVERGNE RHONE ALPES;406;LYON MAISONS NEUVES/00406;240 BIS AV FELIX FAURE;LYON;69003;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;45.755541, 4.875593
BP;18707;BP VAL DE FRANCE;113;ACHERES/00113;9 RUE CARNOT;ACHERES;78260;SAS;TLJ {06:00-22:00};GRC;Disponible;48.96069, 2.066607
BP;18707;BP VAL DE FRANCE;113;ACHERES/00113;9 RUE CARNOT;ACHERES;78260;Interne;;CFP;Disponible;48.96069, 2.066607
CE;13485;CE LANGUEDOC-ROUSSILLON;272;LAVERUNE/00272;RUE DE LA CROIX;LAVERUNE;34880;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;43.584394, 3.806405
CE;13485;CE LANGUEDOC-ROUSSILLON;264;MONTPELLIER OLYMPIE/00264;134 AVENUE DE PALAVAS;MONTPELLIER;34000;Interne;;UDV;Disponible;43.61182, 3.846314
CE;13485;CE LANGUEDOC-ROUSSILLON;264;MONTPELLIER OLYMPIE/00264;134 AVENUE DE PALAVAS;MONTPELLIER;34000;SAS;TLJ {06:00-23:00};GDV;Disponible;43.61182, 3.846314
CE;13485;CE LANGUEDOC-ROUSSILLON;191;SERVIAN/00191;8 RUE DU BELBEZETHCENTRE COMMERCIAL DE LA VITICOLE SUPER U;SERVIAN;34290;Interne;;UDV;Disponible;
CE;13485;CE LANGUEDOC-ROUSSILLON;275;FABREGUES/00275;RUE CALMETTE;FABREGUES;34690;Interne;;UDV;Disponible;43.548947, 3.777665
CE;17515;CE ILE-DE-FRANCE;566;CERGY LE HAUT/00566;10 BOULEVARD DES MERVEILLES;CERGY;95800;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;49.046713, 2.010665
CE;17515;CE ILE-DE-FRANCE;566;CERGY LE HAUT/00566;10 BOULEVARD DES MERVEILLES;CERGY;95800;SAS;TLJ {06:00-22:00};GVV;Disponible;49.046713, 2.010665
CE;17515;CE ILE-DE-FRANCE;566;CERGY LE HAUT/00566;10 BOULEVARD DES MERVEILLES;CERGY;95800;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};CAR;Disponible;49.046713, 2.010665
CE;17515;CE ILE-DE-FRANCE;24;PARIS PASSY/00024;41 RUE DE PASSY;PARIS;75016;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};UDV;Disponible;48.857777, 2.280829
BP;16807;BP AUVERGNE RHONE ALPES;454;VILLEF.S/S PROMENOIR/00454;56 PLACE CARNOT;VILLEFRANCHE-S/SAONE;69400;SAS;TLJ {06:00-22:00};GAB;Disponible;45.985238, 4.717782
BP;16807;BP AUVERGNE RHONE ALPES;478;VILLEFRANCHE S/S NORD/00478;10 RUE RONCEVAUX;VILLEFRANCHE-S/SAONE;69400;SAS;TLJ {06:00-22:00};GAB;Disponible;45.995428, 4.718883
CE;17515;CE ILE-DE-FRANCE;626;CORMEILLES EN PARISIS/00626;23 AVENUE FOCH;CORMEILLES-EN-PARISIS;95240;SAS;TLJ {06:00-22:00};GVV;Disponible;48.970295, 2.195279
BP;16807;BP AUVERGNE RHONE ALPES;445;TREVOUX/00445;25 RUE DU PALAIS;TREVOUX;1600;SAS;TLJ {06:00-22:00};GAB;Disponible;
CE;13485;CE LANGUEDOC-ROUSSILLON;173;PEZENAS/00173;24 AVENUE MARECHAL LECLERC;PEZENAS;34120;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;43.45955, 3.426732
CE;17515;CE ILE-DE-FRANCE;134;PARIS SAINT FARGEAU/00134;2 PLACE SAINT FARGEAU;PARIS;75020;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};UDV;Disponible;48.87159, 2.403789
CE;13485;CE LANGUEDOC-ROUSSILLON;168;BESSAN/00168;PLACE DE LA FONTAINE;BESSAN;34550;Interne;;UDV;Disponible;43.361105, 3.426034
CE;17515;CE ILE-DE-FRANCE;641;MONTIGNY LA SOURDERIE/00641;5 ALLEE ANDERSENCENTRE COMMERCIAL;MONTIGNY-LE-BRETONNEUX;78067;SAS;TLJ {06:00-22:00};GVV;Disponible;
CE;17515;CE ILE-DE-FRANCE;653;SAINT CLOUD REPUBLIQUE/00653;9 RUE DE MONTRETOUT;SAINT-CLOUD;92210;SAS;TLJ {06:00-22:00};GVV;Disponible;48.845723, 2.213283
CE;17515;CE ILE-DE-FRANCE;653;SAINT CLOUD REPUBLIQUE/00653;9 RUE DE MONTRETOUT;SAINT-CLOUD;92210;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};CAR;Disponible;48.845723, 2.213283
CE;17515;CE ILE-DE-FRANCE;181;SCEAUX HOUDAN/00181;14 AVENUE DE CAMBERWELL;SCEAUX;92330;SAS;TLJ {06:00-22:00};GVV;Disponible;48.778818, 2.293863
CE;17515;CE ILE-DE-FRANCE;328;PONTAULT COMBAULT VILLE/00328;138 ET 140 AVENUE DE LA REPUBLIQUE;PONTAULT-COMBAULT;77340;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.799788, 2.607274
CE;13485;CE LANGUEDOC-ROUSSILLON;170;FLORENSAC/00170;47 AVENUE JEAN JAURES;FLORENSAC;34510;Interne;;UDV;Disponible;43.384085, 3.463292
CE;13485;CE LANGUEDOC-ROUSSILLON;170;FLORENSAC/00170;47 AVENUE JEAN JAURES;FLORENSAC;34510;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;43.384085, 3.463292
BP;16607;BP SUD;7170;SAINT LAURENT/07170;9 RUE URBAIN PARRET;SAINT LAURENT DE LA SALANQUE;66250;Interne;Lun au Mer et Ven {08:05-12:00 13:30-17:00} Jeu {08:05-12:00 14:30-17:00};DRM;Disponible;42.773583, 2.987977
BP;16607;BP SUD;7150;CANET PLAGE/07150;7 AVENUE MEDITERRANEE;CANET EN ROUSSILLON;66140;Dans la rue;TLJ {14:00-23:00};GAB;Disponible;42.694218, 3.033841
BP;16607;BP SUD;7320;PORT LA NOUVELLE/07320;193 BOULEVARD DU MONUMENT AUX MORTS;PORT LA NOUVELLE;11210;SAS;TLJ {06:00-23:00};GAB;Disponible;43.020063, 3.046425
CE;14445;CE BRETAGNE-PAYS DE LOIRE;22313;BUBRY/22313;6 RUE DE POULNA;BUBRY;56310;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;47.963141, -3.174584
CE;14445;CE BRETAGNE-PAYS DE LOIRE;334;MONTREUIL-JUIGNE/00334;2 RUE VICTOR HUGO;MONTREUIL-JUIGNE;49460;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;47.528681, -0.611914
CE;14445;CE BRETAGNE-PAYS DE LOIRE;22204;RENNES CROIX CARREE/22204;107 109 RUE DE FOUGERES;RENNES;35700;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.119482, -1.667247
CE;14445;CE BRETAGNE-PAYS DE LOIRE;317;CHALONNES/00317;27 PLACE HOTEL DE VILLE;CHALONNES-SUR-LOIRE;49290;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;47.351949, -0.763471
CE;14445;CE BRETAGNE-PAYS DE LOIRE;22362;LE PALAIS/22362;10 PLACE DE L HOTEL DE VILLE;LE PALAIS;56360;SAS;TLJ {06:00-22:00};GAB;Disponible;47.34727, -3.156595
BP;16607;BP SUD;9360;VINCA/09360;AVENUE DU GENERAL DE GAULLEIMMEUBLE PRADES;VINCA;66320;SAS;TLJ {06:00-22:00};GRC;Disponible;42.64532, 2.524672
BP;16807;BP AUVERGNE RHONE ALPES;1004;LYON ARCHERS/01004;8 RUE DES ARCHERSCASH CENTER LYON ARCHERS;LYON;69002;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;45.759466, 4.832982
BP;16807;BP AUVERGNE RHONE ALPES;1004;LYON ARCHERS/01004;8 RUE DES ARCHERSCASH CENTER LYON ARCHERS;LYON;69002;SAS;TLJ {06:00-23:00};DRM;Disponible;45.759466, 4.832982
BP;16807;BP AUVERGNE RHONE ALPES;511;SAINT ETIENNE LA TERRASSE/00511;20 PLACE MASSENET;ST ETIENNE;42000;SAS;TLJ {06:00-22:00};GAB;Disponible;45.466626, 4.378897
BP;16807;BP AUVERGNE RHONE ALPES;162;OISANS LES DEUX ALPES/00162;22 AVENUE DE LA MUZELLE;LES DEUX ALPES;38860;SAS;TLJ {06:00-23:00};GAB;Disponible;45.006032, 6.121839
BP;16807;BP AUVERGNE RHONE ALPES;107;SAINT RAMBERT/00107;18 RUE STEINBERG;ST.RAMBERT;26140;SAS;TLJ {06:00-22:00};GAB;Disponible;45.293794, 4.813028
BP;16807;BP AUVERGNE RHONE ALPES;46;VIUZ EN SALLAZ/00046;304 ALLEE DU COMMERCE;VIUZ EN SALLAZ;74250;SAS;TLJ {06:00-22:00};GAB;Disponible;46.141725, 6.402202
BP;16807;BP AUVERGNE RHONE ALPES;331;BILLOM/00331;1 PL A THOMAS;BILLOM;63160;SAS;TLJ {06:00-23:00};GAB;Disponible;45.723746, 3.340334
BP;16807;BP AUVERGNE RHONE ALPES;53;GEX/00053;RUE DES TERREAUX;GEX;1170;SAS;TLJ {06:00-22:00};GAB;Disponible;
BP;16807;BP AUVERGNE RHONE ALPES;140;SAINT PERAY/00140;2 RUE DENIS PAPIN;ST.PERAY;7130;SAS;TLJ {06:00-22:00};GAB;Disponible;
BP;16807;BP AUVERGNE RHONE ALPES;50;RUMILLY/00050;5 PLACE GRENETTE;RUMILLY;74150;SAS;TLJ {06:00-22:00};GAB;Service dégradé;45.866684, 5.943545
BP;16807;BP AUVERGNE RHONE ALPES;27;SAMOENS/00027;202 GRANDE RUE;SAMOENS;74340;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;46.084316, 6.724146
BP;16807;BP AUVERGNE RHONE ALPES;346;MOULINS/00346;2 PLACE ANNE DE FRANCE;MOULINS;3000;SAS;TLJ {06:00-22:00};GAB;Disponible;
BP;16807;BP AUVERGNE RHONE ALPES;129;DOMENE/00129;6 PLACE MATUSSIERE;DOMENE;38420;SAS;TLJ {06:00-23:00};CGE;Disponible;45.201332, 5.840025
BP;16807;BP AUVERGNE RHONE ALPES;129;DOMENE/00129;6 PLACE MATUSSIERE;DOMENE;38420;SAS;TLJ {06:00-22:00};GAB;Disponible;45.201332, 5.840025
BP;16807;BP AUVERGNE RHONE ALPES;56;SAINT GENIS POUILLY/00056;PLACE DE LA FONTAINE;SAINT-GENIS-POUILLY;1630;SAS;TLJ {06:00-22:00};GAB;Disponible;
BP;16807;BP AUVERGNE RHONE ALPES;417;LYON PART-DIEU/00417;139 RUE GARIBALDI;LYON;69003;SAS;TLJ {07:00-22:00};GAB;Disponible;45.762519, 4.852152
BP;16807;BP AUVERGNE RHONE ALPES;417;LYON PART-DIEU/00417;139 RUE GARIBALDI;LYON;69003;SAS;TLJ {06:00-23:00};DRM;Disponible;45.762519, 4.852152
BP;16807;BP AUVERGNE RHONE ALPES;370;LE COTEAU/00370;32 AV DE LA LIBERATION;LE-COTEAU;42120;SAS;TLJ {06:00-22:00};GAB;Disponible;46.0301, 4.08337
BP;16807;BP AUVERGNE RHONE ALPES;314;RIOM/00314;35 PLACE LA FEDERATION;RIOM;63201;SAS;TLJ {06:00-23:00};DRM;Disponible;
BP;16807;BP AUVERGNE RHONE ALPES;314;RIOM/00314;35 PLACE LA FEDERATION;RIOM;63201;SAS;TLJ {06:00-22:00};GAB;Disponible;
BP;16807;BP AUVERGNE RHONE ALPES;130;SAINT MARTIN D'HERES/00130;5 RUE BEETHOVEN;ST.MARTIN-D'HERES;38400;SAS;TLJ {06:00-22:00};GAB;Disponible;45.164524, 5.752403
BP;16807;BP AUVERGNE RHONE ALPES;371;ROANNE FG CLERMONT/00371;43 RUE DE CLERMONT;ROANNE;42300;SAS;TLJ {06:00-22:00};GAB;Disponible;46.029257, 4.066097
BP;16807;BP AUVERGNE RHONE ALPES;482;LYON TERREAUX/00482;2 RUE PAUL CHENAVARD;LYON;69001;SAS;TLJ {06:00-22:00};GAB;Hors service;45.766956, 4.832782
BP;16807;BP AUVERGNE RHONE ALPES;468;LA VERPILLIERE/00468;455 AVENUE LESDIGUIERES;LA VERPILLIERE;38290;SAS;TLJ {06:00-22:00};GAB;Disponible;45.635978, 5.144314
BP;16807;BP AUVERGNE RHONE ALPES;451;JONAGE/00451;PLACE GENERAL DE GAULLE;JONAGE;69330;SAS;TLJ {06:00-22:00};GAB;Disponible;45.7961, 5.04719
BP;16807;BP AUVERGNE RHONE ALPES;307;LE MONT DORE/00307;23 PLACE GENERAL DE GAULLE;LE MONT DORE;63240;SAS;TLJ {06:00-22:00};GAB;Disponible;45.575534, 2.809338
BP;16807;BP AUVERGNE RHONE ALPES;516;FIRMINY/00516;85 RUE J.JAURES;FIRMINY;42703;SAS;TLJ {06:00-23:00};DRM;Disponible;
BP;16807;BP AUVERGNE RHONE ALPES;519;LA TALAUDIERE/00519;1 RUE VICTOR HUGO;LA TALAUDIERE;42350;SAS;TLJ {06:00-22:00};GAB;Hors service;45.48001, 4.431458
BP;16807;BP AUVERGNE RHONE ALPES;64;SAINT PIERRE D'ALBIGNY/00064;PLACE DE L'EGLISE;ST PIERRE D'ALBIGNY;73250;SAS;TLJ {06:00-23:00};CGE;Disponible;45.570023, 6.154332
BP;16807;BP AUVERGNE RHONE ALPES;439;CRAPONNE/00439;88 AV EDOUARD MILLAUD;CRAPONNE;69290;SAS;TLJ {06:00-23:00};GAB;Disponible;45.747413, 4.723092
BP;16807;BP AUVERGNE RHONE ALPES;527;LOIRE FOREZ ANDREZIEUX/00527;15 BIS AV DE ST ETIENNE;ANDREZIEUX-BOUTHEON;42161;SAS;TLJ {06:00-22:00};GAB;Disponible;
BP;16807;BP AUVERGNE RHONE ALPES;38;CHATEL/00038;196 ROUTE DE VONNES;CHATEL;74390;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;46.265447, 6.84164
BP;16807;BP AUVERGNE RHONE ALPES;310;SAINTE SIGOLENE/00310;1 RUE VICTOIRE;SAINTE-SIGOLENE;43600;SAS;TLJ {06:00-23:00};CGE;Disponible;45.242565, 4.2342
BP;16807;BP AUVERGNE RHONE ALPES;434;BRIGNAIS/00434;RUE COLONEL R. GUILLAUD;BRIGNAIS;69530;SAS;TLJ {06:00-23:00};GAB;Disponible;45.673455, 4.754445
BP;16807;BP AUVERGNE RHONE ALPES;465;LYON PLACE RONDE/00465;62 COURS RICHARD VITTON;LYON;69003;SAS;TLJ {06:00-22:00};GAB;Disponible;45.753226, 4.891642
BP;16807;BP AUVERGNE RHONE ALPES;524;ANNONAY/00524;21 AV DE L EUROPE;ANNONAY;7103;SAS;TLJ {06:00-23:00};DRM;Disponible;
BP;16807;BP AUVERGNE RHONE ALPES;308;LA PARDIEU/00308;300 RUE DE L'ORADOU;CLERMONT-FERRAND;63000;SAS;TLJ {06:00-22:00};GAB;Disponible;45.764581, 3.124694
BP;16807;BP AUVERGNE RHONE ALPES;348;SAINT JUST MALMONT/00348;14 PL MOULIN PRUGNAT;ST JUST MALMONT;43240;SAS;TLJ {06:00-23:00};CGE;Disponible;45.339503, 4.31319
BP;16807;BP AUVERGNE RHONE ALPES;28;LES GETS/00028;637 RUE DU CENTRE;LES-GETS;74260;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;46.156756, 6.666509
BP;16807;BP AUVERGNE RHONE ALPES;525;ST ETIENNE BELLEVUE/00525;2 RUE G PERI;SAINT-ETIENNE;42100;SAS;TLJ {06:00-22:00};GAB;Disponible;45.415577, 4.393017
BP;16807;BP AUVERGNE RHONE ALPES;73;MONT BLANC ST GERVAIS LES BAINS/00073;32 RUE DE LA COMTESSE;ST GERVAIS LES BAINS;74170;SAS;TLJ {07:00-22:00};GAB;Disponible;45.891979, 6.711825
BP;16807;BP AUVERGNE RHONE ALPES;352;COMMENTRY/00352;12 RUE J JAURES;COMMENTRY;3600;SAS;TLJ {06:00-23:00};DRM;Disponible;
BP;16807;BP AUVERGNE RHONE ALPES;347;FONTGIEVE/00347;98 RUE FONTGIEVE;CLERMONT-FERRAND;63000;SAS;TLJ {06:00-22:00};GAB;Disponible;45.782045, 3.075865
BP;16807;BP AUVERGNE RHONE ALPES;52;BELLEGARDE SUR VALSERINE/00052;57 RUE DE LA REPUBLIQUE;BELLEGARDE-SUR-VALSERINE;1200;SAS;TLJ {06:00-22:00};GAB;Disponible;
BP;16807;BP AUVERGNE RHONE ALPES;369;CHARLIEU/00369;23 RUE DES MOULINS;CHARLIEU;42190;SAS;TLJ {06:00-22:00};GAB;Disponible;46.157304, 4.169955
BP;16807;BP AUVERGNE RHONE ALPES;143;DIGNE LES BAINS/00143;40 BOULEVARD GASSENDI;DIGNE-LES-BAINS;4000;SAS;TLJ {06:00-22:00};GAB;Disponible;
BP;16807;BP AUVERGNE RHONE ALPES;486;FONTAINES SUR SAONE/00486;3 RUE PIERRE CARBON;FONTAINES-SUR-SAONE;69270;SAS;TLJ {06:00-22:00};GAB;Disponible;45.834352, 4.847686
BP;16807;BP AUVERGNE RHONE ALPES;179;EYBENS/00179;142 AVENUE JEAN JAURES;EYBENS;38320;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;45.149423, 5.750275
BP;16807;BP AUVERGNE RHONE ALPES;179;EYBENS/00179;142 AVENUE JEAN JAURES;EYBENS;38320;SAS;TLJ {06:00-23:00};CGE;Disponible;45.149423, 5.750275
BP;16807;BP AUVERGNE RHONE ALPES;441;LYON GERLAND/00441;215 AVENUE JEAN JAURES;LYON;69007;SAS;TLJ {06:00-22:00};GAB;Disponible;45.735188, 4.836097
BP;16807;BP AUVERGNE RHONE ALPES;532;VEAUCHE/00532;22 AVENUE IRENEE LAURENT;VEAUCHE;42340;SAS;TLJ {06:00-22:00};GAB;Disponible;45.568828, 4.296119
BP;16807;BP AUVERGNE RHONE ALPES;438;GENAS/00438;48/52 RUE REPUBLIQUE;GENAS;69740;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;45.731772, 5.000332
BP;16807;BP AUVERGNE RHONE ALPES;147;BOURG DE PEAGE/00147;AV DU GENERAL DE GAULLE ESPACE MOSSANT;BOURG-DE-PEAGE;26300;SAS;TLJ {06:00-22:00};GAB;Disponible;45.035912, 5.057244
BP;16807;BP AUVERGNE RHONE ALPES;420;LYON BACHUT/00420;344 AVENUE BERTHELOT;LYON;69008;SAS;TLJ {06:00-22:00};GAB;Disponible;45.736501, 4.868671
BP;16807;BP AUVERGNE RHONE ALPES;24;AVORIAZ/00024;22 PROMENADE DU FESTIVAL;AVORIAZ;74110;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;46.192211, 6.775042
BP;16807;BP AUVERGNE RHONE ALPES;24;AVORIAZ/00024;22 PROMENADE DU FESTIVAL;AVORIAZ;74110;SAS;TLJ {06:00-23:00};GRC;Service dégradé;46.192211, 6.775042
BP;16807;BP AUVERGNE RHONE ALPES;174;VIZILLE/00174;57 PLACE DU CHATEAU;VIZILLE;38220;SAS;TLJ {06:00-22:00};GAB;Disponible;45.074935, 5.772645
BP;16807;BP AUVERGNE RHONE ALPES;154;SEYSSINET/00154;4 AVENUE VICTOR HUGO;SEYSSINET-PARISET;38170;SAS;TLJ {07:00-22:00};GAB;Disponible;45.179241, 5.694048
BP;16807;BP AUVERGNE RHONE ALPES;14;CRAN GEVRIER/00014;9 TER AVENUE DE LA REPUBLIQUE;CRAN-GEVRIER;74960;SAS;TLJ {06:00-22:00};GAB;Disponible;
BP;16807;BP AUVERGNE RHONE ALPES;326;AUBIERE/00326;4 PL DR KNOX;AUBIERE-CEDEX;63172;SAS;TLJ {06:00-22:00};GAB;Disponible;
BP;16807;BP AUVERGNE RHONE ALPES;318;EGLETONS/00318;31 AV CHARLES DE GAULLE;EGLETONS;19300;SAS;TLJ {06:00-22:00};GAB;Disponible;45.405976, 2.047577
BP;16807;BP AUVERGNE RHONE ALPES;342;BRIVES CHARENSAC/00342;127 AVENUE CHARLES DUPUY;BRIVES-CHARENSAC;43700;SAS;TLJ {06:00-23:00};GAB;Disponible;45.050569, 3.918874
BP;16807;BP AUVERGNE RHONE ALPES;42;BONNEVILLE/00042;81 PLACE EMILE FAVRE;BONNEVILLE;74130;SAS;TLJ {06:00-22:00};GAB;Disponible;46.07799, 6.409418
BP;16807;BP AUVERGNE RHONE ALPES;145;CHABEUIL/00145;ROUTE DE VALENCE;CHABEUIL;26120;SAS;TLJ {06:00-22:00};GAB;Disponible;44.901781, 5.014147
BP;16807;BP AUVERGNE RHONE ALPES;157;GUILLESTRE/00157;1 ROUTE DE LA GARE;GUILLESTRE;5600;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;
BP;16807;BP AUVERGNE RHONE ALPES;156;DIE/00156;49 RUE CAMILLE BUFFARDEL;DIE;26150;SAS;TLJ {06:00-23:00};CGE;Disponible;44.754363, 5.370852
BP;16807;BP AUVERGNE RHONE ALPES;41;SAINT PIERRE EN FAUCIGNY/00041;52 PLACE DES PLEIADES;SAINT-PIERRE-EN-FAUCIGNY;74800;SAS;TLJ {06:00-22:00};GAB;Disponible;46.060021, 6.371477
BP;16807;BP AUVERGNE RHONE ALPES;19;ANNECY LE VIEUX ALBIGNY/00019;2 RUE CENTRALE;ANNECY-LE-VIEUX;74940;SAS;TLJ {07:00-22:00};GAB;Disponible;45.914417, 6.149582
BP;16807;BP AUVERGNE RHONE ALPES;51;ANNECY EST LES FINS/00051;59 AVENUE DE GENEVE;ANNECY;74000;SAS;TLJ {06:00-22:00};GAB;Disponible;45.900943, 6.118176
BP;16807;BP AUVERGNE RHONE ALPES;88;MEYTHET/00088;24 ROUTE DE FRANGY;MEYTHET;74960;SAS;TLJ {06:00-23:00};GAB;Disponible;45.92245, 6.098924
BP;16807;BP AUVERGNE RHONE ALPES;20;GENEVOIS ANNEMASSE/00020;18 AVENUE DE LA GARE;ANNEMASSE;74100;SAS;TLJ {06:00-22:00};GAB;Disponible;46.194923, 6.234068
BP;16807;BP AUVERGNE RHONE ALPES;60;SAINT JULIEN EN GENEVOIS/00060;24 RUE FERNAND DAVID;SAINT-JULIEN-EN-GENEVOIS;74160;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;46.143508, 6.08401
BP;16807;BP AUVERGNE RHONE ALPES;17;ANNECY VAUGELAS/00017;25 RUE VAUGELAS;ANNECY;74000;SAS;TLJ {06:00-23:00};DRM;Disponible;45.901308, 6.124442
BP;16807;BP AUVERGNE RHONE ALPES;339;MONISTROL LOIRE/00339;2 AVENUE CHARLES DE GAULLE;MONISTROL-SUR-LOIRE;43120;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;45.292907, 4.173483
BP;16807;BP AUVERGNE RHONE ALPES;171;SERRE CHEVALIER/00171;8 CHEMIN DE L ORATOIRE;LA-SALLE-LES-ALPES;5240;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;
BP;16807;BP AUVERGNE RHONE ALPES;483;SAINT GENIS LAVAL/00483;59 AVENUE G. CLEMENCEAU;SAINT-GENIS-LAVAL;69230;SAS;TLJ {06:00-22:00};GAB;Disponible;45.696865, 4.794237
BP;16807;BP AUVERGNE RHONE ALPES;412;VILLEURBANNE CUSSET/00412;359 COURS EMILE ZOLA;VILLEURBANNE;69100;SAS;TLJ {07:00-22:00};GAB;Disponible;45.765602, 4.901276
BP;16807;BP AUVERGNE RHONE ALPES;408;VIENNE/00408;8 PLACE DE MIREMONT;VIENNE;38200;SAS;TLJ {06:00-23:00};DRM;Disponible;45.524363, 4.874535
BP;16807;BP AUVERGNE RHONE ALPES;150;MONTELIMAR SUD/00150;140 AVENUE JEAN JAURES;MONTELIMAR;26200;SAS;TLJ {06:00-23:00};CGE;Disponible;44.542113, 4.746547
BP;16807;BP AUVERGNE RHONE ALPES;303;THIERS LE CHAMBON/00303;74 AV GAL DE GAULLE;THIERS;63300;SAS;TLJ {07:00-22:00};GAB;Disponible;45.841381, 3.510464
BP;16807;BP AUVERGNE RHONE ALPES;74;LES CONTAMINES MONTJOIE/00074;IMMEUBLE LE SAVOY;LES-CONTAMINES-MONTJOIE;74170;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;45.818391, 6.726183
BP;16807;BP AUVERGNE RHONE ALPES;74;LES CONTAMINES MONTJOIE/00074;IMMEUBLE LE SAVOY;LES-CONTAMINES-MONTJOIE;74170;SAS;TLJ {06:00-23:00};GAB;Disponible;45.818391, 6.726183
BP;16807;BP AUVERGNE RHONE ALPES;144;MANOSQUE/00144;8 BOULEVARD ELEMIR BOURGES;MANOSQUE;4100;SAS;TLJ {06:00-22:00};GAB;Disponible;
BP;16807;BP AUVERGNE RHONE ALPES;146;SAINT EGREVE/00146;4 BIS AVENUE GENERAL DE GAULLE;ST.EGREVE;38120;SAS;TLJ {06:00-22:00};GAB;Disponible;45.230377, 5.682307
BP;16807;BP AUVERGNE RHONE ALPES;535;ST ETIENNE NORD ROCHE LA MOLIERE/00535;10 RUE GAMBETTA;ROCHE LA MOLIERE;42230;SAS;TLJ {06:00-22:00};GAB;Disponible;45.433157, 4.323759
BP;16807;BP AUVERGNE RHONE ALPES;457;VENISSIEUX/00457;16 PLACE LEON SUBLET;VENISSIEUX;69200;SAS;TLJ {06:00-22:00};GAB;Disponible;45.699603, 4.88361
BP;16807;BP AUVERGNE RHONE ALPES;138;GRENOBLE NOTRE DAME/00138;3 PLACE NOTRE DAME;GRENOBLE;38000;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;45.19285, 5.73134
BP;16807;BP AUVERGNE RHONE ALPES;522;RIVE DE GIER/00522;90 RUE J JAURES;RIVE DE GIER;42800;SAS;TLJ {06:00-22:00};GAB;Hors service;45.530737, 4.620427
BP;16807;BP AUVERGNE RHONE ALPES;517;ST-ETIENNE FOURNEYRON/00517;27 PL FOURNEYRON;SAINT-ETIENNE;42000;SAS;TLJ {07:00-22:00};GAB;Disponible;45.439781, 4.395786
BP;16807;BP AUVERGNE RHONE ALPES;26;MORZINE/00026;50 PLACE DE L'OFFICE DU TOURISME;MORZINE;74110;SAS;TLJ {06:00-22:00};GAB;Disponible;46.181574, 6.704566
BP;16807;BP AUVERGNE RHONE ALPES;313;PONT DU CHATEAU/00313;11 PL LA CROIX BLANCHE;PONT-DU-CHATEAU;63430;SAS;TLJ {06:00-22:00};GAB;Disponible;45.799192, 3.244182
BP;16807;BP AUVERGNE RHONE ALPES;429;LYON KLEBER/00429;2 PLACE KLEBER;LYON;69006;SAS;TLJ {06:00-23:00};DRM;Disponible;45.769416, 4.848727
BP;16807;BP AUVERGNE RHONE ALPES;152;PONT DE CLAIX/00152;1 RUE DU TRIEVES;PONT-DE-CLAIX;38800;SAS;TLJ {06:00-23:00};GAB;Disponible;45.121259, 5.69659
